📺卫视频道,#genre#
湖南卫视,http://114.252.114.191:8899/hls/25/index.m3u8
安徽卫视,http://114.252.114.191:8899/hls/26/index.m3u8
江苏卫视,http://114.252.114.191:8899/hls/27/index.m3u8
江西卫视,http://114.252.114.191:8899/hls/28/index.m3u8
浙江卫视,http://114.252.114.191:8899/hls/29/index.m3u8
四川卫视,http://114.252.114.191:8899/hls/30/index.m3u8
河北卫视,http://114.252.114.191:8899/hls/31/index.m3u8
河南卫视,http://221.14.142.118:8000/hls/17/index.m3u8
湖南卫视,http://221.14.142.118:8000/hls/22/index.m3u8
江苏卫视,http://221.14.142.118:8000/hls/23/index.m3u8
浙江卫视,http://221.14.142.118:8000/hls/24/index.m3u8
北京卫视,http://221.14.142.118:8000/hls/25/index.m3u8
东方卫视,http://221.14.142.118:8000/hls/26/index.m3u8
天津卫视,http://221.14.142.118:8000/hls/27/index.m3u8
山东卫视,http://221.14.142.118:8000/hls/28/index.m3u8
安徽卫视,http://221.14.142.118:8000/hls/29/index.m3u8
深圳卫视,http://221.14.142.118:8000/hls/30/index.m3u8
广西卫视,http://221.14.142.118:8000/hls/31/index.m3u8
湖北卫视,http://221.14.142.118:8000/hls/32/index.m3u8
辽宁卫视,http://221.14.142.118:8000/hls/37/index.m3u8
湖南卫视,http://122.114.131.154:4007/hls/21/index.m3u8
东方卫视,http://122.114.131.154:4007/hls/22/index.m3u8
辽宁卫视,http://122.114.131.154:4007/hls/23/index.m3u8
浙江卫视,http://122.114.131.154:4007/hls/24/index.m3u8
安徽卫视,http://122.114.131.154:4007/hls/25/index.m3u8
江苏卫视,http://122.114.131.154:4007/hls/26/index.m3u8
北京卫视,http://122.114.131.154:4007/hls/27/index.m3u8
东南卫视,http://122.114.131.154:4007/hls/28/index.m3u8
湖南卫视,http://183.221.211.20:808/hls/20/index.m3u8
浙江卫视,http://183.221.211.20:808/hls/21/index.m3u8
江苏卫视,http://183.221.211.20:808/hls/22/index.m3u8
四川卫视,http://183.221.211.20:808/hls/23/index.m3u8
北京卫视,http://183.221.211.20:808/hls/24/index.m3u8
新疆卫视,http://183.221.211.20:808/hls/25/index.m3u8
广东卫视,http://183.221.211.20:808/hls/26/index.m3u8
深圳卫视,http://183.221.211.20:808/hls/27/index.m3u8
东方卫视,http://183.221.211.20:808/hls/28/index.m3u8
海南卫视,http://183.221.211.20:808/hls/29/index.m3u8
天津卫视,http://183.221.211.20:808/hls/30/index.m3u8
重庆卫视,http://183.221.211.20:808/hls/31/index.m3u8
辽宁卫视,http://183.221.211.20:808/hls/32/index.m3u8
东南卫视,http://183.221.211.20:808/hls/33/index.m3u8
广西卫视,http://183.221.211.20:808/hls/34/index.m3u8
河北卫视,http://183.221.211.20:808/hls/35/index.m3u8
山西卫视,http://183.221.211.20:808/hls/36/index.m3u8
陕西卫视,http://183.221.211.20:808/hls/37/index.m3u8
贵州卫视,http://183.221.211.20:808/hls/38/index.m3u8
兵团卫视,http://183.221.211.20:808/hls/39/index.m3u8
青海卫视,http://183.221.211.20:808/hls/40/index.m3u8
河南卫视,http://183.221.211.20:808/hls/41/index.m3u8
山东卫视,http://183.221.211.20:808/hls/42/index.m3u8
安徽卫视,http://183.221.211.20:808/hls/43/index.m3u8
宁夏卫视,http://183.221.211.20:808/hls/44/index.m3u8
甘肃卫视,http://183.221.211.20:808/hls/45/index.m3u8
西藏卫视,http://183.221.211.20:808/hls/46/index.m3u8
内蒙古卫视,http://183.221.211.20:808/hls/47/index.m3u8
康巴卫视,http://183.221.211.20:808/hls/58/index.m3u8
云南卫视,http://183.221.211.20:808/hls/59/index.m3u8
吉林卫视,http://183.221.211.20:808/hls/60/index.m3u8
📺央视频道,#genre#
CCTV1,http://182.91.38.0:1194/hls/2/index.m3u8
CCTV2,http://182.91.38.0:1194/hls/3/index.m3u8
CCTV3,http://182.91.38.0:1194/hls/4/index.m3u8
CCTV4,http://182.91.38.0:1194/hls/5/index.m3u8
CCTV5,http://182.91.38.0:1194/hls/6/index.m3u8
CCTV6,http://182.91.38.0:1194/hls/7/index.m3u8
CCTV7,http://182.91.38.0:1194/hls/8/index.m3u8
CCTV8,http://182.91.38.0:1194/hls/9/index.m3u8
CCTV9,http://182.91.38.0:1194/hls/10/index.m3u8
CCTV10,http://182.91.38.0:1194/hls/11/index.m3u8
CCTV11,http://182.91.38.0:1194/hls/12/index.m3u8
CCTV12,http://182.91.38.0:1194/hls/13/index.m3u8
CCTV13,http://182.91.38.0:1194/hls/14/index.m3u8
CCTV14,http://182.91.38.0:1194/hls/15/index.m3u8
CCTV15,http://182.91.38.0:1194/hls/16/index.m3u8
CCTV5,http://182.91.38.0:1194/hls/17/index.m3u8
CCTV16,http://182.91.38.0:1194/hls/18/index.m3u8
CCTV17,http://182.91.38.0:1194/hls/19/index.m3u8
CCTV1,http://39.105.190.112:8009/hls/1/index.m3u8
CCTV2,http://39.105.190.112:8009/hls/2/index.m3u8
CCTV3,http://39.105.190.112:8009/hls/3/index.m3u8
CCTV4,http://39.105.190.112:8009/hls/4/index.m3u8
CCTV5,http://39.105.190.112:8009/hls/5/index.m3u8
CCTV6,http://39.105.190.112:8009/hls/6/index.m3u8
CCTV7,http://39.105.190.112:8009/hls/7/index.m3u8
CCTV8,http://39.105.190.112:8009/hls/8/index.m3u8
CCTV9,http://39.105.190.112:8009/hls/9/index.m3u8
CCTV10,http://39.105.190.112:8009/hls/10/index.m3u8
CCTV11,http://39.105.190.112:8009/hls/11/index.m3u8
CCTV12,http://39.105.190.112:8009/hls/12/index.m3u8
CCTV13,http://39.105.190.112:8009/hls/13/index.m3u8
CCTV14,http://39.105.190.112:8009/hls/14/index.m3u8
CCTV15,http://39.105.190.112:8009/hls/15/index.m3u8
CCTV1,http://219.156.28.77:8082/hls/1/index.m3u8
CCTV3,http://219.156.28.77:8082/hls/3/index.m3u8
CCTV4,http://219.156.28.77:8082/hls/4/index.m3u8
CCTV5,http://219.156.28.77:8082/hls/5/index.m3u8
CCTV6,http://219.156.28.77:8082/hls/6/index.m3u8
CCTV8,http://219.156.28.77:8082/hls/8/index.m3u8
CCTV9,http://219.156.28.77:8082/hls/9/index.m3u8
CCTV10,http://219.156.28.77:8082/hls/10/index.m3u8
CCTV11,http://219.156.28.77:8082/hls/11/index.m3u8
CCTV12,http://219.156.28.77:8082/hls/12/index.m3u8
CCTV14,http://219.156.28.77:8082/hls/14/index.m3u8
CCTV-音乐,http://219.156.28.77:8082/hls/16/index.m3u8
CCTV-NEWS,http://219.156.28.77:8082/hls/17/index.m3u8
CCTV1,http://14.155.145.161:8088/hls/1/index.m3u8
CCTV2,http://14.155.145.161:8088/hls/3/index.m3u8
CCTV3,http://14.155.145.161:8088/hls/4/index.m3u8
CCTV4,http://14.155.145.161:8088/hls/5/index.m3u8
CCTV5,http://14.155.145.161:8088/hls/6/index.m3u8
CCTV5+,http://14.155.145.161:8088/hls/7/index.m3u8
CCTV6,http://14.155.145.161:8088/hls/8/index.m3u8
CCTV7,http://14.155.145.161:8088/hls/9/index.m3u8
CCTV8,http://14.155.145.161:8088/hls/10/index.m3u8
CCTV9,http://14.155.145.161:8088/hls/11/index.m3u8
CCTV10,http://14.155.145.161:8088/hls/12/index.m3u8
CCTV11,http://14.155.145.161:8088/hls/13/index.m3u8
CCTV12,http://14.155.145.161:8088/hls/14/index.m3u8
CCTV13,http://14.155.145.161:8088/hls/15/index.m3u8
CCTV14,http://14.155.145.161:8088/hls/16/index.m3u8
CCTV15,http://14.155.145.161:8088/hls/17/index.m3u8
CCTV17,http://14.155.145.161:8088/hls/19/index.m3u8
CCTV1,http://113.205.164.158:8082/hls/1/index.m3u8
CCTV2,http://113.205.164.158:8082/hls/2/index.m3u8
CCTV3,http://113.205.164.158:8082/hls/3/index.m3u8
CCTV4,http://113.205.164.158:8082/hls/4/index.m3u8
CCTV5,http://113.205.164.158:8082/hls/5/index.m3u8
CCTV6,http://113.205.164.158:8082/hls/6/index.m3u8
CCTV7,http://113.205.164.158:8082/hls/7/index.m3u8
CCTV8,http://113.205.164.158:8082/hls/8/index.m3u8
CCTV9,http://113.205.164.158:8082/hls/9/index.m3u8
CCTV10,http://113.205.164.158:8082/hls/10/index.m3u8
CCTV11,http://113.205.164.158:8082/hls/11/index.m3u8
CCTV12,http://113.205.164.158:8082/hls/12/index.m3u8
CCTV-新闻,http://113.205.164.158:8082/hls/13/index.m3u8
CCTV-少儿,http://113.205.164.158:8082/hls/14/index.m3u8
CCTV-音乐,http://113.205.164.158:8082/hls/15/index.m3u8
CCTV-NEWS,http://113.205.164.158:8082/hls/16/index.m3u8
CCTV1,http://112.237.16.225:7001/hls/1/index.m3u8
CCTV2,http://112.237.16.225:7001/hls/2/index.m3u8
CCTV4,http://112.237.16.225:7001/hls/4/index.m3u8
CCTV5+,http://112.237.16.225:7001/hls/6/index.m3u8
CCTV7,http://112.237.16.225:7001/hls/8/index.m3u8
CCTV10,http://112.237.16.225:7001/hls/10/index.m3u8
CCTV11,http://112.237.16.225:7001/hls/11/index.m3u8
CCTV12,http://112.237.16.225:7001/hls/12/index.m3u8
CCTV13,http://112.237.16.225:7001/hls/13/index.m3u8
CCTV14,http://112.237.16.225:7001/hls/14/index.m3u8
CCTV15,http://112.237.16.225:7001/hls/15/index.m3u8
CCTV2,http://218.19.108.138:808/hls/2/index.m3u8
CCTV1,http://218.19.108.138:808/hls/1/index.m3u8
CCTV4,http://218.19.108.138:808/hls/3/index.m3u8
CCTV9,http://218.19.108.138:808/hls/5/index.m3u8
CCTV5+,http://218.19.108.138:808/hls/31/index.m3u8
CCTV5+,http://218.19.108.138:808/hls/31/index.m3u8
CCTV1,http://114.252.114.191:8899/hls/1/index.m3u8
CCTV2,http://114.252.114.191:8899/hls/2/index.m3u8
CCTV3,http://114.252.114.191:8899/hls/3/index.m3u8
CCTV4,http://114.252.114.191:8899/hls/4/index.m3u8
CCTV5,http://114.252.114.191:8899/hls/5/index.m3u8
CCTV6,http://114.252.114.191:8899/hls/6/index.m3u8
CCTV7,http://114.252.114.191:8899/hls/7/index.m3u8
CCTV8,http://114.252.114.191:8899/hls/8/index.m3u8
CCTV9,http://114.252.114.191:8899/hls/9/index.m3u8
CCTV10,http://114.252.114.191:8899/hls/10/index.m3u8
CCTV11,http://114.252.114.191:8899/hls/11/index.m3u8
CCTV12,http://114.252.114.191:8899/hls/12/index.m3u8
CCTV13,http://114.252.114.191:8899/hls/13/index.m3u8
CCTV14,http://114.252.114.191:8899/hls/14/index.m3u8
CCTV15,http://114.252.114.191:8899/hls/15/index.m3u8
CCTV1,http://221.14.142.118:8000/hls/1/index.m3u8
CCTV2,http://221.14.142.118:8000/hls/2/index.m3u8
CCTV3,http://221.14.142.118:8000/hls/3/index.m3u8
CCTV4,http://221.14.142.118:8000/hls/4/index.m3u8
CCTV5,http://221.14.142.118:8000/hls/5/index.m3u8
CCTV6,http://221.14.142.118:8000/hls/6/index.m3u8
CCTV7,http://221.14.142.118:8000/hls/7/index.m3u8
CCTV8,http://221.14.142.118:8000/hls/8/index.m3u8
CCTV9,http://221.14.142.118:8000/hls/9/index.m3u8
CCTV10,http://221.14.142.118:8000/hls/10/index.m3u8
CCTV11,http://221.14.142.118:8000/hls/11/index.m3u8
CCTV12,http://221.14.142.118:8000/hls/12/index.m3u8
CCTV13,http://221.14.142.118:8000/hls/33/index.m3u8
CCTV14,http://221.14.142.118:8000/hls/14/index.m3u8
CCTV15,http://221.14.142.118:8000/hls/15/index.m3u8
CCTV1,http://122.114.131.154:4007/hls/1/index.m3u8
CCTV2,http://122.114.131.154:4007/hls/2/index.m3u8
CCTV3,http://122.114.131.154:4007/hls/3/index.m3u8
CCTV4,http://122.114.131.154:4007/hls/4/index.m3u8
CCTV5,http://122.114.131.154:4007/hls/5/index.m3u8
CCTV6,http://122.114.131.154:4007/hls/6/index.m3u8
CCTV7,http://122.114.131.154:4007/hls/7/index.m3u8
CCTV8,http://122.114.131.154:4007/hls/8/index.m3u8
CCTV9,http://122.114.131.154:4007/hls/9/index.m3u8
CCTV10,http://122.114.131.154:4007/hls/10/index.m3u8
CCTV11,http://122.114.131.154:4007/hls/11/index.m3u8
CCTV12,http://122.114.131.154:4007/hls/12/index.m3u8
CCTV13,http://122.114.131.154:4007/hls/13/index.m3u8
CCTV14,http://122.114.131.154:4007/hls/14/index.m3u8
CCTV15,http://122.114.131.154:4007/hls/15/index.m3u8
CCTV1,http://183.221.211.20:808/hls/1/index.m3u8
CCTV2,http://183.221.211.20:808/hls/2/index.m3u8
CCTV3,http://183.221.211.20:808/hls/3/index.m3u8
CCTV4,http://183.221.211.20:808/hls/4/index.m3u8
CCTV5,http://183.221.211.20:808/hls/5/index.m3u8
CCTV6,http://183.221.211.20:808/hls/6/index.m3u8
CCTV7,http://183.221.211.20:808/hls/7/index.m3u8
CCTV8,http://183.221.211.20:808/hls/8/index.m3u8
CCTV9,http://183.221.211.20:808/hls/9/index.m3u8
CCTV10,http://183.221.211.20:808/hls/10/index.m3u8
CCTV11,http://183.221.211.20:808/hls/11/index.m3u8
CCTV12,http://183.221.211.20:808/hls/12/index.m3u8
CCTV13,http://183.221.211.20:808/hls/13/index.m3u8
CCTV14,http://183.221.211.20:808/hls/14/index.m3u8
CCTV15,http://183.221.211.20:808/hls/15/index.m3u8
CCTV16,http://183.221.211.20:808/hls/16/index.m3u8
CCTV17,http://183.221.211.20:808/hls/17/index.m3u8
CCTV5+,http://183.221.211.20:808/hls/18/index.m3u8
📺其他频道,#genre#
CGTN,http://182.91.38.0:1194/hls/20/index.m3u8
CETV-2,http://182.91.38.0:1194/hls/59/index.m3u8
卡酷卡通,http://39.105.190.112:8009/hls/47/index.m3u8
涡阳-1,http://39.105.190.112:8009/hls/17/index.m3u8
涡阳-2,http://39.105.190.112:8009/hls/21/index.m3u8
涡阳-3,http://39.105.190.112:8009/hls/28/index.m3u8
涡阳-4,http://39.105.190.112:8009/hls/38/index.m3u8
涡阳-5,http://39.105.190.112:8009/hls/42/index.m3u8
1,http://112.255.145.243:8083/hls/1/index.m3u8
2,http://112.255.145.243:8083/hls/2/index.m3u8
3,http://112.255.145.243:8083/hls/3/index.m3u8
4,http://112.255.145.243:8083/hls/4/index.m3u8
5,http://112.255.145.243:8083/hls/5/index.m3u8
6,http://112.255.145.243:8083/hls/6/index.m3u8
7,http://112.255.145.243:8083/hls/7/index.m3u8
8,http://112.255.145.243:8083/hls/8/index.m3u8
9,http://112.255.145.243:8083/hls/9/index.m3u8
10,http://112.255.145.243:8083/hls/10/index.m3u8
11,http://112.255.145.243:8083/hls/11/index.m3u8
12,http://112.255.145.243:8083/hls/12/index.m3u8
13,http://112.255.145.243:8083/hls/13/index.m3u8
14,http://112.255.145.243:8083/hls/14/index.m3u8
15,http://112.255.145.243:8083/hls/15/index.m3u8
16,http://112.255.145.243:8083/hls/16/index.m3u8
10,http://112.255.145.243:8083/hls/10/index.m3u8
CGTN,http://14.155.145.161:8088/hls/18/index.m3u8
深圳都市,http://14.155.145.161:8088/hls/20/index.m3u8
深圳电视剧,http://14.155.145.161:8088/hls/21/index.m3u8
深圳少儿,http://14.155.145.161:8088/hls/25/index.m3u8
深圳公共,http://14.155.145.161:8088/hls/26/index.m3u8
卡酷动画,http://113.205.164.158:8082/hls/49/index.m3u8
少儿动画,http://114.252.114.191:8899/hls/32/index.m3u8
CGTN,http://221.14.142.118:8000/hls/16/index.m3u8
1,http://120.224.84.170:8085/hls/1/index.m3u8
2,http://120.224.84.170:8085/hls/2/index.m3u8
3,http://120.224.84.170:8085/hls/3/index.m3u8
4,http://120.224.84.170:8085/hls/4/index.m3u8
5,http://120.224.84.170:8085/hls/5/index.m3u8
6,http://120.224.84.170:8085/hls/6/index.m3u8
7,http://120.224.84.170:8085/hls/7/index.m3u8
8,http://120.224.84.170:8085/hls/8/index.m3u8
9,http://120.224.84.170:8085/hls/9/index.m3u8
10,http://120.224.84.170:8085/hls/10/index.m3u8
11,http://120.224.84.170:8085/hls/11/index.m3u8
12,http://120.224.84.170:8085/hls/12/index.m3u8
13,http://120.224.84.170:8085/hls/13/index.m3u8
14,http://120.224.84.170:8085/hls/14/index.m3u8
15,http://120.224.84.170:8085/hls/15/index.m3u8
16,http://120.224.84.170:8085/hls/16/index.m3u8
17,http://120.224.84.170:8085/hls/17/index.m3u8
18,http://120.224.84.170:8085/hls/18/index.m3u8
19,http://120.224.84.170:8085/hls/19/index.m3u8
20,http://120.224.84.170:8085/hls/20/index.m3u8
21,http://120.224.84.170:8085/hls/21/index.m3u8
22,http://120.224.84.170:8085/hls/22/index.m3u8
23,http://120.224.84.170:8085/hls/23/index.m3u8
24,http://120.224.84.170:8085/hls/24/index.m3u8
CGTN,http://183.221.211.20:808/hls/19/index.m3u8
📺数字频道,#genre#
金鹰纪实高清,http://182.91.38.0:1194/hls/57/index.m3u8
金鹰卡通高清,http://182.91.38.0:1194/hls/61/index.m3u8
BRTV卡酷少儿,http://182.91.38.0:1194/hls/62/index.m3u8
嘉佳卡通,http://182.91.38.0:1194/hls/63/index.m3u8
金鹰卡通,http://39.105.190.112:8009/hls/45/index.m3u8
动漫秀场,http://39.105.190.112:8009/hls/51/index.m3u8
动漫秀场,http://39.105.190.112:8009/hls/51/index.m3u8
深圳财经生活,http://14.155.145.161:8088/hls/22/index.m3u8
金鹰卡通,http://113.205.164.158:8082/hls/50/index.m3u8
金鹰卡通,http://122.114.131.154:4007/hls/29/index.m3u8
金鹰卡通,http://183.221.211.20:808/hls/48/index.m3u8
